"","group","site","complier","wellbeing_zscore","econ_ss_zscore"
"1","lpv","Baltimore",0,1.89403233511518,2.27731983854699
"2","lpv","Baltimore",0,-2.44811483245928,-2.51749109275681
"3","lpv","Baltimore",0,-0.27704134309235,-0.120085579894763
"4","lpv","Baltimore",0,-0.27704134309235,-0.120085579894763
"5","lpv","Baltimore",0,-0.27704134309235,-0.120085579894763
"6","lpv","Baltimore",0,-0.27704134309235,-0.120085579894763
"7","lpv","Baltimore",0,-0.27704134309235,-0.120085579894763
"8","lpv","Baltimore",0,-0.27704134309235,-0.120085579894763
"9","lpv","Baltimore",0,-0.27704134309235,-0.120085579894763
"10","lpv","Baltimore",0,-0.27704134309235,-0.120085579894763
"11","lpv","Baltimore",0,-0.27704134309235,-0.120085579894763
"12","lpv","Baltimore",0,-0.27704134309235,-0.120085579894763
"13","lpv","Baltimore",0,-0.27704134309235,-0.120085579894763
"14","lpv","Baltimore",0,-0.27704134309235,-0.120085579894763
"15","lpv","Baltimore",0,-0.27704134309235,-0.120085579894763
"16","lpv","Baltimore",0,-0.27704134309235,-0.120085579894763
"17","lpv","Baltimore",0,-0.27704134309235,-0.120085579894763
"18","lpv","Baltimore",0,2.79577340186404,2.54563023083438
"19","lpv","Baltimore",0,-2.3383013787311,-2.66509306163448
"20","lpv","Baltimore",0,0.228735964356318,-0.0597314035975138
"21","lpv","Baltimore",0,0.228735964356318,-0.0597314035975138
"22","lpv","Baltimore",0,0.228735964356318,-0.0597314035975138
"23","lpv","Baltimore",0,0.228735964356318,-0.0597314035975138
"24","lpv","Baltimore",0,0.228735964356318,-0.0597314035975138
"25","lpv","Baltimore",0,0.228735964356318,-0.0597314035975138
"26","lpv","Baltimore",0,0.228735964356318,-0.0597314035975138
"27","lpv","Baltimore",0,0.228735964356318,-0.0597314035975138
"28","lpv","Baltimore",0,0.228735964356318,-0.0597314035975138
"29","lpv","Baltimore",0,0.228735964356318,-0.0597314035975138
"30","lpv","Baltimore",0,0.228735964356318,-0.0597314035975138
"31","lpv","Baltimore",0,0.228735964356318,-0.0597314035975138
"32","lpv","Baltimore",0,0.228735964356318,-0.0597314035975138
"33","lpv","Baltimore",0,0.228735964356318,-0.0597314035975138
"34","lpv","Baltimore",0,0.228735964356318,-0.0597314035975138
"35","lpv","Baltimore",0,0.228735964356318,-0.0597314035975138
"36","lpv","Baltimore",0,0.228735964356318,-0.0597314035975138
"37","lpv","Baltimore",0,2.53906971948646,2.29213816057199
"38","lpv","Baltimore",0,-2.08159769635353,-2.45902679779499
"39","lpv","Baltimore",0,0.228735964356318,-0.0834443009076917
"40","lpv","Baltimore",0,0.228735964356318,-0.0834443009076917
"41","lpv","Baltimore",0,0.228735964356318,-0.0834443009076917
"42","lpv","Baltimore",0,0.228735964356318,-0.0834443009076917
"43","lpv","Baltimore",0,0.228735964356318,-0.0834443009076917
"44","lpv","Baltimore",0,0.228735964356318,-0.0834443009076917
"45","lpv","Baltimore",0,0.228735964356318,-0.0834443009076917
"46","lpv","Baltimore",0,0.228735964356318,-0.0834443009076917
"47","lpv","Baltimore",0,0.228735964356318,-0.0834443009076917
"48","lpv","Baltimore",0,0.228735964356318,-0.0834443009076917
"49","lpv","Baltimore",0,0.228735964356318,-0.0834443009076917
"50","lpv","Baltimore",0,0.228735964356318,-0.0834443009076917
"51","lpv","Baltimore",0,0.228735964356318,-0.0834443009076917
"52","lpv","Baltimore",0,0.228735964356318,-0.0834443009076917
"53","lpv","Baltimore",0,0.228735964356318,-0.0834443009076917
"54","lpv","Baltimore",0,0.228735964356318,-0.0834443009076917
"55","lpv","Baltimore",0,0.228735964356318,-0.0834443009076917
"56","lpv","Baltimore",1,2.35620157937785,2.04277036905341
"57","lpv","Baltimore",1,-2.37640827913526,-1.72290913623692
"58","lpv","Baltimore",1,-0.0101033211100192,0.159930557395558
"59","lpv","Baltimore",1,-0.0101033211100192,0.159930557395558
"60","lpv","Baltimore",1,-0.0101033211100192,0.159930557395558
"61","lpv","Baltimore",1,-0.0101033211100192,0.159930557395558
"62","lpv","Baltimore",1,-0.0101033211100192,0.159930557395558
"63","lpv","Baltimore",1,-0.0101033211100192,0.159930557395558
"64","lpv","Baltimore",1,-0.0101033211100192,0.159930557395558
"65","lpv","Baltimore",1,-0.0101033211100192,0.159930557395558
"66","lpv","Baltimore",1,-0.0101033211100192,0.159930557395558
"67","lpv","Baltimore",1,-0.0101033211100192,0.159930557395558
"68","lpv","Baltimore",1,-0.0101033211100192,0.159930557395558
"69","lpv","Baltimore",1,-0.0101033211100192,0.159930557395558
"70","lpv","Baltimore",1,-0.0101033211100192,0.159930557395558
"71","lpv","Baltimore",1,-0.0101033211100192,0.159930557395558
"72","lpv","Baltimore",1,-0.0101033211100192,0.159930557395558
"73","lpv","Baltimore",1,-0.0101033211100192,0.159930557395558
"74","lpv","Baltimore",1,2.39457531155239,2.47543138087531
"75","lpv","Baltimore",1,-2.01071826486549,-2.12159130321049
"76","lpv","Baltimore",1,0.191928546948525,0.176919979819719
"77","lpv","Baltimore",1,0.191928546948525,0.176919979819719
"78","lpv","Baltimore",1,0.191928546948525,0.176919979819719
"79","lpv","Baltimore",1,0.191928546948525,0.176919979819719
"80","lpv","Baltimore",1,0.191928546948525,0.176919979819719
"81","lpv","Baltimore",1,0.191928546948525,0.176919979819719
"82","lpv","Baltimore",1,0.191928546948525,0.176919979819719
"83","lpv","Baltimore",1,0.191928546948525,0.176919979819719
"84","lpv","Baltimore",1,0.191928546948525,0.176919979819719
"85","lpv","Baltimore",1,0.191928546948525,0.176919979819719
"86","lpv","Baltimore",1,0.191928546948525,0.176919979819719
"87","lpv","Baltimore",1,0.191928546948525,0.176919979819719
"88","lpv","Baltimore",1,0.191928546948525,0.176919979819719
"89","lpv","Baltimore",1,0.191928546948525,0.176919979819719
"90","lpv","Baltimore",1,2.40947559039859,2.10410862913437
"91","lpv","Baltimore",1,-1.98565609555402,-1.93632828658957
"92","lpv","Baltimore",1,0.211909723817207,0.0838901417660569
"93","lpv","Baltimore",1,0.211909723817207,0.0838901417660569
"94","lpv","Baltimore",1,0.211909723817207,0.0838901417660569
"95","lpv","Baltimore",1,0.211909723817207,0.0838901417660569
"96","lpv","Baltimore",1,0.211909723817207,0.0838901417660569
"97","lpv","Baltimore",1,0.211909723817207,0.0838901417660569
"98","lpv","Baltimore",1,0.211909723817207,0.0838901417660569
"99","lpv","Baltimore",1,0.211909723817207,0.0838901417660569
"100","lpv","Baltimore",1,0.211909723817207,0.0838901417660569
"101","lpv","Baltimore",1,0.211909723817207,0.0838901417660569
"102","lpv","Baltimore",1,0.211909723817207,0.0838901417660569
"103","lpv","Baltimore",1,0.211909723817207,0.0838901417660569
"104","lpv","Baltimore",1,1.99665228379814,1.98402791188511
"105","lpv","Baltimore",1,-0.933435317996327,-2.02432045341476
"106","lpv","Baltimore",1,0.531608482900907,-0.0201461792951596
"107","lpv","Baltimore",1,0.531608482900907,-0.0201461792951596
"108","lpv","Baltimore",1,0.531608482900907,-0.0201461792951596
"109","lpv","Baltimore",1,0.531608482900907,-0.0201461792951596
"110","lpv","Baltimore",1,0.531608482900907,-0.0201461792951596
"111","lpv","Baltimore",1,0.531608482900907,-0.0201461792951596
"112","lpv","Baltimore",1,0.531608482900907,-0.0201461792951596
"113","lpv","Baltimore",1,0.531608482900907,-0.0201461792951596
"114","lpv","Baltimore",1,0.531608482900907,-0.0201461792951596
"115","lpv","Baltimore",1,0.531608482900907,-0.0201461792951596
"116","lpv","Baltimore",1,0.531608482900907,-0.0201461792951596
"117","lpv","Baltimore",1,0.531608482900907,-0.0201461792951596
"118","lpv","Baltimore",1,2.08197934320981,2.23580965281678
"119","lpv","Baltimore",1,-2.08975315542443,-2.29485822060064
"120","lpv","Baltimore",1,-0.00388695700575492,-0.0295243576577908
"121","lpv","Baltimore",1,-0.00388695700575492,-0.0295243576577908
"122","lpv","Baltimore",1,-0.00388695700575492,-0.0295243576577908
"123","lpv","Baltimore",1,-0.00388695700575492,-0.0295243576577908
"124","lpv","Baltimore",1,-0.00388695700575492,-0.0295243576577908
"125","lpv","Baltimore",1,-0.00388695700575492,-0.0295243576577908
"126","lpv","Baltimore",1,-0.00388695700575492,-0.0295243576577908
"127","lpv","Baltimore",1,-0.00388695700575492,-0.0295243576577908
"128","lpv","Baltimore",1,-0.00388695700575492,-0.0295243576577908
"129","lpv","Baltimore",1,-0.00388695700575492,-0.0295243576577908
"130","lpv","Baltimore",1,-0.00388695700575492,-0.0295243576577908
"131","lpv","Baltimore",1,-0.00388695700575492,-0.0295243576577908
"132","lpv","Baltimore",1,-0.00388695700575492,-0.0295243576577908
"133","lpv","Baltimore",1,-0.00388695700575492,-0.0295243576577908
"134","lpv","Baltimore",1,-0.00388695700575492,-0.0295243576577908
"135","lpv","Baltimore",1,-0.00388695700575492,-0.0295243576577908
"136","lpv","Baltimore",1,-0.00388695700575492,-0.0295243576577908
"137","lpv","Baltimore",1,-0.00388695700575492,-0.0295243576577908
"138","lpv","Baltimore",1,2.62954627326923,2.41402362745288
"139","lpv","Baltimore",1,-2.33082650118916,-2.6350147194168
"140","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"141","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"142","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"143","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"144","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"145","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"146","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"147","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"148","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"149","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"150","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"151","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"152","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"153","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"154","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"155","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"156","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"157","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"158","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"159","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"160","lpv","Baltimore",1,0.149359956855257,-0.1104955577845
"161","lpv","Baltimore",1,6.83025058544843,3.81039961993486
"162","lpv","Baltimore",0,-3.81338572720313,-5.89721391608202
"163","lpv","Baltimore",0,1.50843255146398,-1.04340702573225
