"state","county","FIPS","votes_dem_16","votes_gop_16","votes_total_16"
"TX","Hardin County",48199,2779,19600,22768
"TX","Harris County",48201,706471,544960,1302887
"TX","Harrison County",48203,7130,18712,26364
"TX","Hartley County",48205,172,1727,1945
"TX","Haskell County",48207,314,1403,1765
"TX","Hays County",48209,33117,33730,71524
"TX","Hemphill County",48211,181,1460,1687
"TX","Henderson County",48213,5649,23574,29855
"TX","Hidalgo County",48215,118739,48608,172990
"TX","Hill County",48217,2535,10075,12906
"TX","Hockley County",48219,1257,5793,7282
"TX","Hood County",48221,4001,21367,26120
"TX","Hopkins County",48223,2508,10704,13476
"TX","Houston County",48225,1978,6205,8302
"TX","Howard County",48227,1768,6635,8692
"TX","Hudspeth County",48229,324,503,871
"TX","Hunt County",48231,6301,23866,31185
"TX","Hutchinson County",48233,854,7039,8126
"TX","Irion County",48235,90,660,760
"TX","Jack County",48237,314,2973,3339
"TX","Jackson County",48239,904,4266,5275
"TX","Jasper County",48241,2582,10578,13351
"TX","Jeff Davis County",48243,422,694,1175
"TX","Jefferson County",48245,42404,42828,87363
"TX","Jim Hogg County",48247,1635,430,2119
"TX","Jim Wells County",48249,6688,5411,12346
"TX","Johnson County",48251,10976,44370,57270
"TX","Jones County",48253,935,4815,5932
"TX","Karnes County",48255,1144,2959,4185
"TX","Kaufman County",48257,10265,29537,40979
"TX","Kendall County",48259,3633,15663,19936
"TX","Kenedy County",48261,99,84,186
"TX","Kent County",48263,59,360,433
"TX","Kerr County",48265,4665,17658,23090
"TX","Kimble County",48267,206,1697,1945
"TX","King County",48269,5,149,159
"TX","Kinney County",48271,457,936,1424
"TX","Kleberg County",48273,4713,4364,9483
"TX","Knox County",48275,247,1078,1358
"TX","Lamar County",48277,3579,14546,18537
"TX","Lamb County",48279,770,3040,3905
"TX","Lampasas County",48281,1479,6371,8149
"TX","La Salle County",48283,1125,870,2049
"TX","Lavaca County",48285,1170,7339,8633
"TX","Lee County",48287,1372,4996,6522
"TX","Leon County",48289,909,6391,7407
"TX","Liberty County",48291,4851,18856,24155
"TX","Limestone County",48293,1748,5747,7648
"TX","Lipscomb County",48295,135,1159,1322
"TX","Live Oak County",48297,739,3450,4267
"TX","Llano County",48299,1825,8283,10377
"TX","Loving County",48301,4,57,64
"TX","Lubbock County",48303,27956,65566,98060
"TX","Lynn County",48305,403,1546,1997
"TX","Madison County",48313,881,3349,4283
"TX","Marion County",48315,1156,2968,4206
"TX","Martin County",48317,266,1453,1755
"TX","Mason County",48319,353,1656,2053
"TX","Matagorda County",48321,3357,8147,11779
"TX","Maverick County",48323,10397,2816,13588
"TX","McCulloch County",48307,480,2546,3086
"TX","McLennan County",48309,27046,48245,78255
"TX","McMullen County",48311,40,454,497
"TX","Medina County",48325,4624,12054,17187
"TX","Menard County",48327,153,681,860
"TX","Midland County",48329,9993,36896,48753
"TX","Milam County",48331,2042,6340,8607
"TX","Mills County",48333,242,1949,2238
"TX","Mitchell County",48335,353,1780,2190
"TX","Montague County",48337,885,7526,8604
"TX","Montgomery County",48339,45744,150188,203083
"TX","Moore County",48341,1096,3974,5262
"TX","Morris County",48343,1425,3443,4964
"TX","Motley County",48345,40,571,620
"TX","Nacogdoches County",48347,6822,14751,22430
"TX","Navarro County",48349,3998,11984,16382
"TX","Newton County",48351,978,2961,4010
"TX","Nolan County",48353,1029,3551,4744
"TX","Nueces County",48355,49102,50704,103958
"TX","Ochiltree County",48357,274,2628,2981
"TX","Oldham County",48359,78,850,945
"TX","Orange County",48361,5716,25385,31761
"TX","Palo Pinto County",48363,1700,8222,10175
"TX","Panola County",48365,1835,8445,10413
"TX","Parker County",48367,8329,46433,56413
"TX","Parmer County",48369,848,1911,2818
"TX","Pecos County",48371,1551,2463,4167
"TX","Polk County",48373,7123,26587,34444
"TX","Potter County",48375,7620,19499,28330
"TX","Presidio County",48377,1458,652,2203
"TX","Rains County",48379,619,3919,4630
"TX","Randall County",48381,8340,43379,53813
"TX","Reagan County",48383,167,709,900
"TX","Real County",48385,262,1382,1678
"TX","Red River County",48387,1148,3924,5147
"TX","Reeves County",48389,1659,1417,3184
"TX","Refugio County",48391,1034,1830,2945
"TX","Roberts County",48393,20,524,550
"TX","Robertson County",48395,2203,4665,7010
"TX","Rockwall County",48397,9633,28396,39529
"TX","Runnels County",48399,452,3241,3765
"TX","Rusk County",48401,3935,14675,18994
"TX","Sabine County",48403,614,3992,4642
"TX","San Augustine County",48405,907,2620,3563
"TX","San Jacinto County",48407,2034,8050,10305
"TX","San Patricio County",48409,7825,13004,21513
"TX","San Saba County",48411,293,2025,2354
"TX","Schleicher County",48413,209,819,1054
"TX","Scurry County",48415,733,4403,5261
"TX","Shackelford County",48417,103,1378,1502
"TX","Shelby County",48419,1757,7171,9072
"TX","Sherman County",48421,96,807,933
"TX","Smith County",48423,22128,58631,83161
"TX","Somervell County",48425,540,3206,3876
"TX","Starr County",48427,9246,2218,11691
"TX","Stephens County",48429,348,3033,3453
"TX","Sterling County",48431,70,549,633
"TX","Stonewall County",48433,135,555,701
"TX","Sutton County",48435,313,1075,1415
"TX","Swisher County",48437,462,1671,2190
"TX","Tarrant County",48439,288001,345683,662832
"TX","Taylor County",48441,10047,33172,45266
"TX","Terrell County",48443,140,287,437
"TX","Terry County",48445,424,1295,1763
"TX","Throckmorton County",48447,84,715,808
"TX","Titus County",48449,2538,6405,9176
"TX","Tom Green County",48451,9117,27376,38104
"TX","Travis County",48453,306475,126750,462511
"TX","Trinity County",48455,1154,4737,5982
"TX","Tyler County",48457,1243,6601,7969
"TX","Upshur County",48459,2378,13198,15918
"TX","Upton County",48461,284,961,1296
"TX","Uvalde County",48463,3863,4828,8936
"TX","Val Verde County",48465,6920,5856,13476
"TX","Van Zandt County",48467,2792,18436,21689
"TX","Victoria County",48469,8843,21253,31032
"TX","Walker County",48471,6085,12878,19683
"TX","Waller County",48473,5744,10525,16715
"TX","Ward County",48475,780,2541,3413
"TX","Washington County",48477,3381,10944,14747
"TX","Webb County",48479,42297,12946,56867
"TX","Wharton County",48481,4238,10149,14707
"TX","Wheeler County",48483,194,2087,2306
"TX","Wichita County",48485,8752,27609,37913
"TX","Wilbarger County",48487,807,3166,4101
"TX","Willacy County",48489,3416,1541,5082
"TX","Williamson County",48491,84252,104029,200524
"TX","Wilson County",48493,4790,13991,19255
"TX","Winkler County",48495,420,1403,1873
"TX","Wise County",48497,3412,20655,24661
"TX","Wood County",48499,2624,15681,18646
"TX","Yoakum County",48501,426,1797,2299
"TX","Young County",48503,873,6587,7658
"TX","Zapata County",48505,2056,1028,3134
"TX","Zavala County",48507,2633,692,3390
"UT","Beaver County",49001,264,1838,2490
"UT","Box Elder County",49003,1814,10324,16548
"UT","Cache County",49005,6705,16643,35879
"UT","Carbon County",49007,1696,5182,7818
"UT","Daggett County",49009,76,327,465
"UT","Davis County",49011,22575,46985,104661
"UT","Duchesne County",49013,500,5505,6932
"UT","Emery County",49015,379,3402,4263
"UT","Garfield County",49017,352,1577,2294
"UT","Grand County",49019,1932,1934,4456
"UT","Iron County",49021,2104,10025,15354
"UT","Juab County",49023,436,2759,4076
"UT","Kane County",49025,739,2248,3482
"UT","Millard County",49027,431,3860,5234
"UT","Morgan County",49029,572,3156,5136
"UT","Piute County",49031,31,537,617
"UT","Rich County",49033,104,786,1096
"UT","Salt Lake County",49035,154831,117901,361347
"UT","San Juan County",49037,1997,2635,5385
"UT","Sanpete County",49039,1026,6436,9778
"UT","Sevier County",49041,673,6455,8308
"UT","Summit County",49043,10251,7160,20133
"UT","Tooele County",49045,4015,9693,18905
"UT","Uintah County",49047,1002,9876,12883
"UT","Utah County",49049,24579,89755,174942
"UT","Wasatch County",49051,3063,6115,12120
"UT","Washington County",49053,9583,39566,57494
"UT","Wayne County",49055,271,959,1410
"UT","Weber County",49057,22187,38447,81451
"VA","Accomack County",51001,6737,8582,15755
"VA","Albemarle County",51003,33297,19232,56134
"VA","Alexandria city",51510,57147,13241,74384
"VA","Alleghany County",51005,2165,4873,7306
"VA","Amelia County",51007,2150,4704,7035
"VA","Amherst County",51009,4986,9643,15164
"VA","Appomattox County",51011,2023,5714,7954
"VA","Arlington County",51013,91879,20155,119344
"VA","Augusta County",51015,8108,26152,36661
"VA","Bath County",51017,603,1548,2243
"VA","Bedford County",51019,9733,30578,42186
"VA","Bland County",51021,453,2572,3124
"VA","Botetourt County",51023,4492,13369,18641
"VA","Bristol city",51520,1832,4884,6966
"VA","Brunswick County",51025,4473,3045,7645
"VA","Buchanan County",51027,1721,7292,9220
"VA","Buckingham County",51029,3128,3969,7284
"VA","Buena Vista city",51530,693,1432,2395
"VA","Campbell County",51031,6597,19442,27218
"VA","Caroline County",51033,6425,7143,14189
"VA","Carroll County",51035,2557,10653,13587
"VA","Charles City County",51036,2244,1381,3745
"VA","Charlotte County",51037,2153,3479,5792
"VA","Charlottesville city",51540,17865,2951,22211
"VA","Chesapeake city",51550,52554,53988,111827
"VA","Chesterfield County",51041,80993,84938,175288
"VA","Clarke County",51043,3047,4657,8131
"VA","Colonial Heights city",51570,2367,5681,8427
"VA","Covington city",51580,914,1349,2369
"VA","Craig County",51045,541,2139,2784
"VA","Culpeper County",51047,7744,13341,22087
"VA","Cumberland County",51049,2032,2693,4875
"VA","Danville city",51590,11051,7306,18862
"VA","Dickenson County",51051,1335,4932,6405
"VA","Dinwiddie County",51053,5765,7447,13533
"VA","Emporia city",51595,1531,792,2367
"VA","Essex County",51057,2541,2657,5354
"VA","Fairfax County",51059,354485,157837,542858
"VA","Fairfax city",51600,7363,3695,11854
"VA","Falls Church city",51610,5810,1323,7667
"VA","Fauquier County",51061,12960,22110,37124
"VA","Floyd County",51063,2300,5289,7972
"VA","Fluvanna County",51065,5751,7018,13492
"VA","Franklin County",51067,7254,18560,26805
"VA","Franklin city",51620,2516,1421,4040
"VA","Frederick County",51069,11920,26069,40133
"VA","Fredericksburg city",51630,6690,3731,11135
"VA","Galax city",51640,680,1603,2363
"VA","Giles County",51071,1949,5930,8196
"VA","Gloucester County",51073,5399,13087,19524
"VA","Goochland County",51075,4884,8374,13930
"VA","Grayson County",51077,1407,5593,7258
"VA","Greene County",51079,2923,5943,9503
"VA","Greensville County",51081,2558,1737,4363
"VA","Halifax County",51083,6890,9698,16946
"VA","Hampton city",51650,41030,17802,61489
"VA","Hanover County",51085,19360,39592,62313
"VA","Harrisonburg city",51660,10100,6232,17693
"VA","Henrico County",51087,93615,59674,161966
"VA","Henry County",51089,8199,15207,24029
"VA","Highland County",51091,371,958,1391
"VA","Hopewell city",51670,4722,3885,8968
"VA","Isle of Wight County",51093,7673,11971,20481
"VA","James City County",51095,19091,21284,42737
"VA","King and Queen County",51097,1451,2059,3615
"VA","King George County",51099,4002,7338,11967
"VA","King William County",51101,2752,5963,9088
"VA","Lancaster County",51103,2862,3520,6599
"VA","Lee County",51105,1627,7542,9353
"VA","Lexington city",51678,1514,766,2448
"VA","Loudoun County",51107,99909,69633,180265
"VA","Louisa County",51109,6208,10507,17507
"VA","Lunenburg County",51111,2226,3206,5577
"VA","Lynchburg city",51680,14787,17979,35349
"VA","Madison County",51113,2202,4418,6934
"VA","Manassas city",51683,8395,5934,15210
"VA","Manassas Park city",51685,3218,1732,5214
"VA","Martinsville city",51690,3531,2149,5873
"VA","Mathews County",51115,1563,3515,5292
"VA","Mecklenburg County",51117,6571,8283,15177
"VA","Middlesex County",51119,2107,3668,5994
"VA","Montgomery County",51121,20015,19455,42695
"VA","Nelson County",51125,3677,4150,8247
"VA","New Kent County",51127,3545,8117,12163
"VA","Newport News city",51700,40997,23650,68432
"VA","Norfolk city",51710,51429,19875,75172
"VA","Northampton County",51131,3255,2686,6134
"VA","Northumberland County",51133,2830,5089,8176
"VA","Norton city",51720,383,1021,1456
"VA","Nottoway County",51135,2829,3712,6717
"VA","Orange County",51137,5955,10511,17157
"VA","Page County",51139,2514,7824,10663
"VA","Patrick County",51141,1768,6454,8489
"VA","Petersburg city",51730,12005,1448,13717
"VA","Pittsylvania County",51143,9195,21742,31687
"VA","Poquoson city",51735,1599,5089,7114
"VA","Portsmouth city",51740,28462,12773,43000
"VA","Powhatan County",51145,4057,11875,16794
"VA","Prince Edward County",51147,4590,4099,9113
"VA","Prince George County",51149,6419,9157,16140
"VA","Prince William County",51153,83093,54065,144854
"VA","Pulaski County",51155,4170,10314,15112
"VA","Radford city",51750,2923,2637,6032
"VA","Rappahannock County",51157,1741,2532,4444
"VA","Richmond County",51159,1347,2213,3651
"VA","Richmond city",51760,74640,14254,94724
"VA","Roanoke County",51161,16787,30857,50149
"VA","Roanoke city",51770,23403,16045,41728
"VA","Rockbridge County",51163,3506,6671,10685
"VA","Rockingham County",51165,9361,25269,36536
"VA","Russell County",51167,2328,9516,12195
"VA","Salem city",51775,4212,7225,12129
"VA","Scott County",51169,1579,8242,10055
"VA","Shenandoah County",51171,5269,14078,20335
"VA","Smyth County",51173,2661,9747,12825
"VA","Southampton County",51175,3595,5035,8872
"VA","Spotsylvania County",51177,24204,34619,62083
"VA","Stafford County",51179,27879,33840,65350
"VA","Staunton city",51790,5329,5129,11144
"VA","Suffolk city",51800,23012,17206,41929
"VA","Surry County",51181,2069,1785,3976
"VA","Sussex County",51183,2874,2055,5036
"VA","Tazewell County",51185,2895,15160,18495
"VA","Virginia Beach city",51810,76744,84389,171876
"VA","Warren County",51187,5165,11762,17791
"VA","Washington County",51191,5548,19309,25715
"VA","Waynesboro city",51820,3762,4798,9114
"VA","Westmoreland County",51193,3723,4331,8291
"VA","Williamsburg city",51830,5199,1921,7534
"VA","Winchester city",51840,5161,4786,10574
"VA","Wise County",51195,2687,11983,14991
"VA","Wythe County",51197,2765,10044,13250
"VA","York County",51199,12989,18823,34062
"VT","Addison County",50001,11217,5297,17592
"VT","Bennington County",50003,9539,5925,16345
"VT","Caledonia County",50005,6445,5533,12966
"VT","Chittenden County",50007,54463,18298,77263
"VT","Essex County",50009,1019,1506,2706
"VT","Franklin County",50011,9351,8752,19373
"VT","Grand Isle County",50013,2094,1487,3778
"VT","Lamoille County",50015,7241,3570,11641
"VT","Orange County",50017,7522,4997,13464
"VT","Orleans County",50019,5181,5158,10988
"VT","Rutland County",50021,13629,12471,27660
"VT","Washington County",50023,18594,7993,28654
"VT","Windham County",50025,14340,5462,21151
"VT","Windsor County",50027,17544,8604,27832
"WA","Adams County",53001,1118,2740,4081
"WA","Asotin County",53003,3118,5712,9684
"WA","Benton County",53005,25173,45594,76907
"WA","Chelan County",53007,10770,15070,27415
"WA","Clallam County",53009,15154,15685,32985
"WA","Clark County",53011,90697,90590,195784
"WA","Columbia County",53013,523,1491,2171
"WA","Cowlitz County",53015,17842,24066,45485
"WA","Douglas County",53017,3600,7208,11467
"WA","Ferry County",53019,1091,2178,3560
"WA","Franklin County",53021,7839,11358,20584
"WA","Garfield County",53023,276,841,1232
"WA","Grant County",53025,7768,18482,28260
"WA","Grays Harbor County",53027,11378,13269,26736
"WA","Island County",53029,20766,18259,42425
"WA","Jefferson County",53031,12556,5986,20100
"WA","King County",53033,657149,197781,910823
"WA","Kitsap County",53035,60561,46762,118625
"WA","Kittitas County",53037,7190,9845,18334
"WA","Klickitat County",53039,3781,5390,9859
"WA","Lewis County",53041,7236,16273,24995
"WA","Lincoln County",53043,1238,4095,5692
"WA","Mason County",53045,11872,13539,27767
"WA","Okanogan County",53047,3980,6305,10893
"WA","Pacific County",53049,4597,5338,10667
"WA","Pend Oreille County",53051,1932,4364,6788
"WA","Pierce County",53053,160306,136046,322592
"WA","San Juan County",53055,7053,2651,10589
"WA","Skagit County",53057,26076,24330,54831
"WA","Skamania County",53059,2207,2910,5587
"WA","Snohomish County",53061,167943,116433,309496
"WA","Spokane County",53063,86590,103846,208081
"WA","Stevens County",53065,4348,11059,16438
"WA","Thurston County",53067,65015,46219,122301
"WA","Wahkiakum County",53069,824,1328,2333
"WA","Walla Walla County",53071,7550,10775,19718
"WA","Whatcom County",53073,59402,40247,108223
"WA","Whitman County",53075,5521,5462,12128
"WA","Yakima County",53077,28484,39593,72306
"WI","Adams County",55001,3780,5983,10107
"WI","Ashland County",55003,4136,3428,7926
"WI","Barron County",55005,7881,13595,22514
"WI","Bayfield County",55007,4953,4125,9491
"WI","Brown County",55009,53358,67192,127497
"WI","Buffalo County",55011,2531,4049,6921
"WI","Burnett County",55013,2948,5412,8719
"WI","Calumet County",55015,9634,15345,26429
"WI","Chippewa County",55017,11875,17912,31471
"WI","Clark County",55019,4225,8645,13548
"WI","Columbia County",55021,13525,14160,29287
"WI","Crawford County",55023,3426,3844,7678
"WI","Dane County",55025,217506,71270,304729
"WI","Dodge County",55027,13968,26643,42818
"WI","Door County",55029,8026,8584,17398
"WI","Douglas County",55031,11342,9657,22185
"WI","Dunn County",55033,9025,11487,22029
"WI","Eau Claire County",55035,27271,23301,54080
"WI","Florence County",55037,666,1897,2651
"WI","Fond du Lac County",55039,17391,31044,51094
"WI","Forest County",55041,1583,2787,4507
"WI","Grant County",55043,10047,12347,24051
"WI","Green County",55045,9121,8693,18791
"WI","Green Lake County",55047,2700,6210,9315
"WI","Iowa County",55049,6669,4809,12123
"WI","Iron County",55051,1273,2090,3477
"WI","Jackson County",55053,3821,4907,9202
"WI","Jefferson County",55055,16559,23409,42324
"WI","Juneau County",55057,4100,7188,11736
"WI","Kenosha County",55059,35770,36025,75825
"WI","Kewaunee County",55061,3623,6616,10742
"WI","La Crosse County",55063,32402,26384,62785
"WI","Lafayette County",55065,3288,3977,7602
"WI","Langlade County",55067,3260,6436,10093
"WI","Lincoln County",55069,5370,8400,14563
"WI","Manitowoc County",55071,14563,23234,39991
"WI","Marathon County",55073,26476,39010,68849
"WI","Marinette County",55075,6243,12995,19979
"WI","Marquette County",55077,2808,4712,7813
"WI","Menominee County",55078,1003,269,1279
"WI","Milwaukee County",55079,288986,126091,434970
"WI","Monroe County",55081,7047,11442,19554
"WI","Oconto County",55083,5886,13255,19924
"WI","Oneida County",55085,8103,11677,20837
"WI","Outagamie County",55087,38087,49884,93474
"WI","Ozaukee County",55089,20167,30458,53368
"WI","Pepin County",55091,1345,2228,3746
"WI","Pierce County",55093,8380,11260,21089
"WI","Polk County",55095,7568,13864,22691
"WI","Portage County",55097,18524,17310,38123
"WI","Price County",55099,2671,4562,7560
"WI","Racine County",55101,42506,46620,93678
"WI","Richland County",55103,3577,4021,7962
"WI","Rock County",55105,39336,31483,75043
"WI","Rusk County",55107,2171,4564,7029
"WI","Sauk County",55111,14692,14791,31238
"WI","Sawyer County",55113,2846,4625,7767
"WI","Shawano County",55115,6056,12742,19697
"WI","Sheboygan County",55117,22636,32368,58290
"WI","St. Croix County",55109,17496,26123,46819
"WI","Taylor County",55119,2398,6589,9417
"WI","Trempealeau County",55121,5645,7370,13581
"WI","Vernon County",55123,6351,6994,14193
"WI","Vilas County",55125,4769,8169,13453
"WI","Walworth County",55127,18706,28848,50570
"WI","Washburn County",55129,3283,5404,9059
"WI","Washington County",55131,20854,51729,76246
"WI","Waukesha County",55133,79200,142521,233273
"WI","Waupaca County",55135,8303,16013,25491
"WI","Waushara County",55137,3802,7669,11961
"WI","Winnebago County",55139,37054,43447,85892
"WI","Wood County",55141,14232,21502,37712
"WV","Barbour County",54001,1213,4509,6024
"WV","Berkeley County",54003,12287,28210,42770
"WV","Boone County",54005,1783,6483,8654
"WV","Braxton County",54007,1315,3516,5063
"WV","Brooke County",54009,2549,6574,9540
"WV","Cabell County",54011,11306,19648,32701
"WV","Calhoun County",54013,456,2023,2604
"WV","Clay County",54015,566,2289,2958
"WV","Doddridge County",54017,360,2347,2826
"WV","Fayette County",54019,4246,10263,15187
"WV","Gilmer County",54021,537,1889,2528
"WV","Grant County",54023,510,4338,4945
"WV","Greenbrier County",54025,3743,9499,13984
"WV","Hampshire County",54027,1576,6646,8557
"WV","Hancock County",54029,3247,8870,12642
"WV","Hardy County",54031,1249,4544,6022
"WV","Harrison County",54033,7675,18687,27868
"WV","Jackson County",54035,2648,8959,12108
"WV","Jefferson County",54037,9458,13144,24007
"WV","Kanawha County",54039,27985,43464,74996
"WV","Lewis County",54041,1336,5245,6885
"WV","Lincoln County",54043,1435,5257,6988
"WV","Logan County",54045,2082,9866,12315
"WV","Marion County",54049,6926,14592,22910
"WV","Marshall County",54051,2894,9565,13083
"WV","Mason County",54053,2069,7597,10115
"WV","McDowell County",54047,1429,4614,6179
"WV","Mercer County",54055,4689,17362,22919
"WV","Mineral County",54057,2019,8957,11410
"WV","Mingo County",54059,1365,7876,9469
"WV","Monongalia County",54061,14568,18278,35733
"WV","Monroe County",54063,1089,4337,5670
"WV","Morgan County",54065,1568,5718,7635
"WV","Nicholas County",54067,1821,7169,9385
"WV","Ohio County",54069,5452,11077,17819
"WV","Pendleton County",54071,726,2388,3212
"WV","Pleasants County",54073,620,2342,3130
"WV","Pocahontas County",54075,924,2474,3619
"WV","Preston County",54077,2462,9501,12611
"WV","Putnam County",54079,5784,17455,24443
"WV","Raleigh County",54081,6362,21835,29311
"WV","Randolph County",54083,2724,7583,10816
"WV","Ritchie County",54085,490,3376,4040
"WV","Roane County",54087,1220,3772,5234
"WV","Summers County",54089,1186,3444,4847
"WV","Taylor County",54091,1483,4701,6498
"WV","Tucker County",54093,750,2557,3464
"WV","Tyler County",54095,505,2967,3621
"WV","Upshur County",54097,1763,6971,9180
"WV","Wayne County",54099,3334,11077,15080
"WV","Webster County",54101,554,2284,2955
"WV","Wetzel County",54103,1348,4461,6191
"WV","Wirt County",54105,383,1903,2410
"WV","Wood County",54107,8327,25168,35256
"WV","Wyoming County",54109,1061,6527,7809
"WY","Albany County",56001,6888,7601,16420
"WY","Big Horn County",56003,594,4067,5079
"WY","Campbell County",56005,1324,15778,17935
"WY","Carbon County",56007,1279,4409,6200
"WY","Converse County",56009,668,5520,6552
"WY","Crook County",56011,271,3347,3771
"WY","Fremont County",56013,4200,11167,16543
"WY","Goshen County",56015,924,4418,5708
"WY","Hot Springs County",56017,400,1939,2535
"WY","Johnson County",56019,638,3477,4349
"WY","Laramie County",56021,11572,24844,39945
"WY","Lincoln County",56023,1105,6779,8398
"WY","Natrona County",56025,6573,23523,32493
"WY","Niobrara County",56027,115,1116,1297
"WY","Park County",56029,2535,11115,14634
"WY","Platte County",56031,719,3437,4460
"WY","Sheridan County",56033,2926,10266,14187
"WY","Sublette County",56035,644,3409,4297
"WY","Sweetwater County",56037,3233,12153,16661
"WY","Teton County",56039,7313,3920,12176
"WY","Uinta County",56041,1202,6154,8053
"WY","Washakie County",56043,532,2911,3715
"WY","Weston County",56045,294,2898,3334
